tier,model_name,inference_mode,n_samples,mean_latency_ms,std_latency_ms,p95_latency_ms,peak_ram_mb,peak_vram_mb,rss_after_load_mb,vm_rss_mb,vm_peak_mb,peak_vram_mb,energy_mj,load_time_ms,accuracy,f1_macro,notes
1,LogisticRegression+TF-IDF,onnx,700,11.5637,1.7721,13.0242,0.2266,358.5625,527.8008,527.8008,1887.4219,0,173.455987,42.8499,0.984403,0.984362,Tier 1 CPU Colab emulation
